"id","team","year","tablename","value"
8597,"San Diego St",2022,"Vs. Teams 26-50 Power Rating","5.7"
8598,"W Kentucky",2022,"Vs. Teams 26-50 Power Rating","4.8"
8599,"Howard",2022,"Vs. Teams 26-50 Power Rating","4.6"
8600,"Vermont",2022,"Vs. Teams 26-50 Power Rating","4.6"
8601,"Clemson",2022,"Vs. Teams 26-50 Power Rating","4.6"
8602,"Colorado",2022,"Vs. Teams 26-50 Power Rating","2.2"
8603,"N Carolina",2022,"Vs. Teams 26-50 Power Rating","1.1"
8604,"Akron",2022,"Vs. Teams 26-50 Power Rating","--"
8605,"Montana St",2022,"Vs. Teams 26-50 Power Rating","--"
8606,"Longwood",2022,"Vs. Teams 26-50 Power Rating","--"
8607,"James Mad",2022,"Vs. Teams 26-50 Power Rating","--"
8608,"Duquesne",2022,"Vs. Teams 26-50 Power Rating","--"
8609,"Stetson",2022,"Vs. Teams 26-50 Power Rating","--"
8610,"NC State",2022,"Vs. Teams 26-50 Power Rating","-2.1"
8611,"Lg Beach St",2022,"Vs. Teams 26-50 Power Rating","-2.4"
8612,"St Peters",2022,"Vs. Teams 26-50 Power Rating","-3.0"
8613,"Colgate",2022,"Vs. Teams 26-50 Power Rating","-3.5"
8614,"Morehead St",2022,"Vs. Teams 26-50 Power Rating","-4.3"
8615,"Samford",2022,"Vs. Teams 26-50 Power Rating","-5.5"
8616,"Wagner",2022,"Vs. Teams 26-50 Power Rating","-5.5"
8617,"New Mexico",2022,"Vs. Teams 26-50 Power Rating","-5.7"
8618,"McNeese St",2022,"Vs. Teams 26-50 Power Rating","-5.9"
8619,"Col Charlestn",2022,"Vs. Teams 26-50 Power Rating","-7.7"
8620,"Grambling St",2022,"Vs. Teams 26-50 Power Rating","-12.3"
8621,"Yale",2022,"Vs. Teams 26-50 Power Rating","-19.4"
8622,"Gonzaga",2022,"Vs. Teams 51-100 Power Rating","34.3"
8623,"Houston",2022,"Vs. Teams 51-100 Power Rating","23.3"
8624,"Baylor",2022,"Vs. Teams 51-100 Power Rating","21.9"
8625,"Tennessee",2022,"Vs. Teams 51-100 Power Rating","21.4"
8626,"Kansas",2022,"Vs. Teams 51-100 Power Rating","20.7"
8627,"Auburn",2022,"Vs. Teams 51-100 Power Rating","19.9"
8628,"Purdue",2022,"Vs. Teams 51-100 Power Rating","19.5"
8629,"Arizona",2022,"Vs. Teams 51-100 Power Rating","18.2"
8630,"Duke",2022,"Vs. Teams 51-100 Power Rating","17.3"
8631,"Kentucky",2022,"Vs. Teams 51-100 Power Rating","17.1"
8632,"Texas Tech",2022,"Vs. Teams 51-100 Power Rating","16.7"
8633,"Alabama",2022,"Vs. Teams 51-100 Power Rating","16.5"
8634,"N Carolina",2022,"Vs. Teams 51-100 Power Rating","15.8"
8635,"Texas",2022,"Vs. Teams 51-100 Power Rating","15.6"
8636,"Colorado St",2022,"Vs. Teams 51-100 Power Rating","14.9"
8637,"Colgate",2022,"Vs. Teams 51-100 Power Rating","14.8"
8638,"San Diego St",2022,"Vs. Teams 51-100 Power Rating","14.4"
8639,"Illinois",2022,"Vs. Teams 51-100 Power Rating","14.0"
8640,"Oakland",2022,"Vs. Teams 51-100 Power Rating","13.9"
8641,"BYU",2022,"Vs. Teams 51-100 Power Rating","13.9"
8642,"Wash State",2022,"Vs. Teams 51-100 Power Rating","13.0"
8643,"Dayton",2022,"Vs. Teams 51-100 Power Rating","12.8"
8644,"Florida",2022,"Vs. Teams 51-100 Power Rating","12.6"
8645,"Connecticut",2022,"Vs. Teams 51-100 Power Rating","12.4"
8646,"Colorado",2022,"Vs. Teams 51-100 Power Rating","11.5"
8647,"St Marys",2022,"Vs. Teams 51-100 Power Rating","11.2"
8648,"Virginia",2022,"Vs. Teams 51-100 Power Rating","11.2"
8649,"Wisconsin",2022,"Vs. Teams 51-100 Power Rating","10.9"
8650,"Boise St",2022,"Vs. Teams 51-100 Power Rating","10.7"
8651,"Akron",2022,"Vs. Teams 51-100 Power Rating","10.3"
8652,"Creighton",2022,"Vs. Teams 51-100 Power Rating","9.9"
8653,"S Carolina",2022,"Vs. Teams 51-100 Power Rating","9.7"
8654,"Texas A&M",2022,"Vs. Teams 51-100 Power Rating","9.4"
8655,"Wagner",2022,"Vs. Teams 51-100 Power Rating","9.2"
8656,"UAB",2022,"Vs. Teams 51-100 Power Rating","9.2"
8657,"Clemson",2022,"Vs. Teams 51-100 Power Rating","8.8"
8658,"Iowa St",2022,"Vs. Teams 51-100 Power Rating","7.6"
8659,"Morehead St",2022,"Vs. Teams 51-100 Power Rating","7.5"
8660,"Marquette",2022,"Vs. Teams 51-100 Power Rating","7.2"
8661,"W Kentucky",2022,"Vs. Teams 51-100 Power Rating","6.2"
8662,"Northwestern",2022,"Vs. Teams 51-100 Power Rating","6.1"
8663,"Col Charlestn",2022,"Vs. Teams 51-100 Power Rating","5.6"
8664,"Drake",2022,"Vs. Teams 51-100 Power Rating","4.5"
8665,"NC State",2022,"Vs. Teams 51-100 Power Rating","3.3"
8666,"Stetson",2022,"Vs. Teams 51-100 Power Rating","2.9"
8667,"Oregon",2022,"Vs. Teams 51-100 Power Rating","2.8"
8668,"New Mexico",2022,"Vs. Teams 51-100 Power Rating","2.4"
8669,"Vermont",2022,"Vs. Teams 51-100 Power Rating","2.3"
8670,"Montana St",2022,"Vs. Teams 51-100 Power Rating","1.9"
8671,"St Peters",2022,"Vs. Teams 51-100 Power Rating","1.5"
8672,"Samford",2022,"Vs. Teams 51-100 Power Rating","0.9"
8673,"Nebraska",2022,"Vs. Teams 51-100 Power Rating","0.8"
8674,"Longwood",2022,"Vs. Teams 51-100 Power Rating","--"
8675,"Howard",2022,"Vs. Teams 51-100 Power Rating","--"
8676,"S Dakota St",2022,"Vs. Teams 51-100 Power Rating","-0.3"
8677,"Yale",2022,"Vs. Teams 51-100 Power Rating","-1.6"
8678,"Grd Canyon",2022,"Vs. Teams 51-100 Power Rating","-2.0"
8679,"Nevada",2022,"Vs. Teams 51-100 Power Rating","-3.1"
8680,"McNeese St",2022,"Vs. Teams 51-100 Power Rating","-6.5"
8681,"James Mad",2022,"Vs. Teams 51-100 Power Rating","-6.9"
8682,"Duquesne",2022,"Vs. Teams 51-100 Power Rating","-8.1"
8683,"Lg Beach St",2022,"Vs. Teams 51-100 Power Rating","-21.2"
8684,"Grambling St",2022,"Vs. Teams 51-100 Power Rating","-22.5"
8685,"Houston",2023,"Predictive Power Rating","21.4"
8686,"Alabama",2023,"Predictive Power Rating","21.1"
8687,"Tennessee",2023,"Predictive Power Rating","19.9"
8688,"Gonzaga",2023,"Predictive Power Rating","18.6"
8689,"Connecticut",2023,"Predictive Power Rating","18.6"
8690,"Texas",2023,"Predictive Power Rating","18.5"
8691,"Kansas",2023,"Predictive Power Rating","17.5"
8692,"Purdue",2023,"Predictive Power Rating","17.4"
8693,"Arizona",2023,"Predictive Power Rating","17.3"
8694,"Baylor",2023,"Predictive Power Rating","16.0"
8695,"Creighton",2023,"Predictive Power Rating","15.9"
8696,"Marquette",2023,"Predictive Power Rating","15.1"
8697,"Duke",2023,"Predictive Power Rating","14.7"
8698,"Kentucky",2023,"Predictive Power Rating","14.5"
8699,"St Marys",2023,"Predictive Power Rating","14.4"
8700,"Auburn",2023,"Predictive Power Rating","14.1"
8701,"Texas A&M",2023,"Predictive Power Rating","14.0"
8702,"Iowa St",2023,"Predictive Power Rating","14.0"
8703,"Virginia",2023,"Predictive Power Rating","13.5"
8704,"Illinois",2023,"Predictive Power Rating","13.4"
8705,"San Diego St",2023,"Predictive Power Rating","13.4"
8706,"N Carolina",2023,"Predictive Power Rating","13.2"
8707,"Texas Tech",2023,"Predictive Power Rating","11.6"
8708,"Northwestern",2023,"Predictive Power Rating","11.5"
8709,"NC State",2023,"Predictive Power Rating","11.5"
8710,"Florida",2023,"Predictive Power Rating","11.1"
8711,"Oregon",2023,"Predictive Power Rating","11.1"
8712,"Boise St",2023,"Predictive Power Rating","10.9"
8713,"Clemson",2023,"Predictive Power Rating","10.5"
8714,"Dayton",2023,"Predictive Power Rating","9.9"
8715,"UAB",2023,"Predictive Power Rating","9.5"
8716,"Colorado",2023,"Predictive Power Rating","9.5"
8717,"Wisconsin",2023,"Predictive Power Rating","9.4"
8718,"Drake",2023,"Predictive Power Rating","9.3"
8719,"Wash State",2023,"Predictive Power Rating","9.1"
8720,"New Mexico",2023,"Predictive Power Rating","8.5"
8721,"Col Charlestn",2023,"Predictive Power Rating","8.3"
8722,"Nevada",2023,"Predictive Power Rating","8.3"
8723,"Yale",2023,"Predictive Power Rating","8.3"
8724,"BYU",2023,"Predictive Power Rating","8.0"
8725,"Nebraska",2023,"Predictive Power Rating","5.9"
8726,"James Mad",2023,"Predictive Power Rating","5.6"
8727,"Grd Canyon",2023,"Predictive Power Rating","4.7"
8728,"Akron",2023,"Predictive Power Rating","4.5"
8729,"Colorado St",2023,"Predictive Power Rating","4.3"
8730,"Colgate",2023,"Predictive Power Rating","4.1"
8731,"Vermont",2023,"Predictive Power Rating","3.6"
8732,"Duquesne",2023,"Predictive Power Rating","3.0"
8733,"Montana St",2023,"Predictive Power Rating","2.4"
8734,"Samford",2023,"Predictive Power Rating","1.9"
8735,"Longwood",2023,"Predictive Power Rating","0.2"
8736,"W Kentucky",2023,"Predictive Power Rating","-0.1"
8737,"S Dakota St",2023,"Predictive Power Rating","-0.1"
8738,"Lg Beach St",2023,"Predictive Power Rating","-0.8"
8739,"S Carolina",2023,"Predictive Power Rating","-1.3"
8740,"Stetson",2023,"Predictive Power Rating","-1.7"
8741,"Grambling St",2023,"Predictive Power Rating","-2.3"
8742,"Howard",2023,"Predictive Power Rating","-3.3"
8743,"Morehead St",2023,"Predictive Power Rating","-4.7"
8744,"Oakland",2023,"Predictive Power Rating","-5.8"
8745,"St Peters",2023,"Predictive Power Rating","-7.0"
8746,"Wagner",2023,"Predictive Power Rating","-7.7"
8747,"McNeese St",2023,"Predictive Power Rating","-11.4"
8748,"Kansas",2023,"Strength of Schedule Power Rating","12.6"
8749,"Texas",2023,"Strength of Schedule Power Rating","11.9"
8750,"Alabama",2023,"Strength of Schedule Power Rating","11.8"
8751,"Baylor",2023,"Strength of Schedule Power Rating","11.8"
8752,"Iowa St",2023,"Strength of Schedule Power Rating","11.6"
8753,"Tennessee",2023,"Strength of Schedule Power Rating","10.5"
8754,"Purdue",2023,"Strength of Schedule Power Rating","10.2"
8755,"Creighton",2023,"Strength of Schedule Power Rating","10.2"
8756,"Connecticut",2023,"Strength of Schedule Power Rating","10.1"
8757,"Auburn",2023,"Strength of Schedule Power Rating","9.7"
8758,"Kentucky",2023,"Strength of Schedule Power Rating","9.6"
8759,"Marquette",2023,"Strength of Schedule Power Rating","9.5"
8760,"Arizona",2023,"Strength of Schedule Power Rating","9.4"
8761,"Wisconsin",2023,"Strength of Schedule Power Rating","9.4"
8762,"Texas Tech",2023,"Strength of Schedule Power Rating","9.3"
8763,"Illinois",2023,"Strength of Schedule Power Rating","9.2"
8764,"Florida",2023,"Strength of Schedule Power Rating","8.8"
8765,"Northwestern",2023,"Strength of Schedule Power Rating","8.7"
8766,"Gonzaga",2023,"Strength of Schedule Power Rating","8.6"
8767,"Duke",2023,"Strength of Schedule Power Rating","8.6"
8768,"Texas A&M",2023,"Strength of Schedule Power Rating","8.5"
8769,"Oregon",2023,"Strength of Schedule Power Rating","8.5"
8770,"N Carolina",2023,"Strength of Schedule Power Rating","8.4"
8771,"Nebraska",2023,"Strength of Schedule Power Rating","8.1"
8772,"Virginia",2023,"Strength of Schedule Power Rating","7.9"
8773,"Houston",2023,"Strength of Schedule Power Rating","7.7"
8774,"Colorado",2023,"Strength of Schedule Power Rating","7.3"
8775,"Wash State",2023,"Strength of Schedule Power Rating","7.2"
8776,"NC State",2023,"Strength of Schedule Power Rating","6.9"
8777,"San Diego St",2023,"Strength of Schedule Power Rating","6.9"
8778,"St Marys",2023,"Strength of Schedule Power Rating","6.3"
8779,"Boise St",2023,"Strength of Schedule Power Rating","5.9"
8780,"Clemson",2023,"Strength of Schedule Power Rating","5.5"
8781,"Nevada",2023,"Strength of Schedule Power Rating","5.1"
8782,"S Carolina",2023,"Strength of Schedule Power Rating","4.3"
8783,"Colorado St",2023,"Strength of Schedule Power Rating","4.3"
8784,"New Mexico",2023,"Strength of Schedule Power Rating","4.2"
8785,"BYU",2023,"Strength of Schedule Power Rating","4.1"
8786,"Dayton",2023,"Strength of Schedule Power Rating","2.5"
8787,"UAB",2023,"Strength of Schedule Power Rating","2.0"
8788,"Drake",2023,"Strength of Schedule Power Rating","1.2"
8789,"Yale",2023,"Strength of Schedule Power Rating","0.3"
8790,"Duquesne",2023,"Strength of Schedule Power Rating","0.3"
8791,"Grd Canyon",2023,"Strength of Schedule Power Rating","0.1"
8792,"W Kentucky",2023,"Strength of Schedule Power Rating","-0.1"
8793,"Akron",2023,"Strength of Schedule Power Rating","-0.4"
8794,"James Mad",2023,"Strength of Schedule Power Rating","-0.5"
8795,"Vermont",2023,"Strength of Schedule Power Rating","-1.2"
8796,"Col Charlestn",2023,"Strength of Schedule Power Rating","-1.4"
8797,"Lg Beach St",2023,"Strength of Schedule Power Rating","-1.4"
8798,"Stetson",2023,"Strength of Schedule Power Rating","-1.7"
8799,"Montana St",2023,"Strength of Schedule Power Rating","-1.8"
8800,"S Dakota St",2023,"Strength of Schedule Power Rating","-1.9"
8801,"Samford",2023,"Strength of Schedule Power Rating","-2.4"
8802,"Oakland",2023,"Strength of Schedule Power Rating","-3.2"
8803,"Colgate",2023,"Strength of Schedule Power Rating","-3.4"
8804,"Longwood",2023,"Strength of Schedule Power Rating","-4.4"
8805,"St Peters",2023,"Strength of Schedule Power Rating","-5.0"
8806,"Howard",2023,"Strength of Schedule Power Rating","-5.1"
8807,"Grambling St",2023,"Strength of Schedule Power Rating","-6.2"
8808,"Morehead St",2023,"Strength of Schedule Power Rating","-6.4"
8809,"McNeese St",2023,"Strength of Schedule Power Rating","-7.5"
8810,"Wagner",2023,"Strength of Schedule Power Rating","-8.8"
8811,"Texas",2023,"Last 5 Games Power Rating","25.9"
8812,"Gonzaga",2023,"Last 5 Games Power Rating","24.6"
8813,"Duke",2023,"Last 5 Games Power Rating","22.4"
8814,"Connecticut",2023,"Last 5 Games Power Rating","21.2"
8815,"Arizona",2023,"Last 5 Games Power Rating","20.6"
8816,"Houston",2023,"Last 5 Games Power Rating","20.5"
8817,"Tennessee",2023,"Last 5 Games Power Rating","19.5"
8818,"Alabama",2023,"Last 5 Games Power Rating","19.5"
8819,"Clemson",2023,"Last 5 Games Power Rating","18.9"
8820,"Kentucky",2023,"Last 5 Games Power Rating","18.6"
8821,"Marquette",2023,"Last 5 Games Power Rating","18.0"
8822,"Texas A&M",2023,"Last 5 Games Power Rating","17.9"
8823,"Drake",2023,"Last 5 Games Power Rating","15.9"
8824,"Virginia",2023,"Last 5 Games Power Rating","15.9"
8825,"Purdue",2023,"Last 5 Games Power Rating","15.4"
8826,"Creighton",2023,"Last 5 Games Power Rating","15.0"
8827,"Kansas",2023,"Last 5 Games Power Rating","14.9"
8828,"BYU",2023,"Last 5 Games Power Rating","14.2"
8829,"N Carolina",2023,"Last 5 Games Power Rating","14.0"
8830,"Yale",2023,"Last 5 Games Power Rating","13.3"
8831,"San Diego St",2023,"Last 5 Games Power Rating","13.2"
8832,"Iowa St",2023,"Last 5 Games Power Rating","12.9"
8833,"Col Charlestn",2023,"Last 5 Games Power Rating","12.3"
8834,"St Marys",2023,"Last 5 Games Power Rating","11.3"
8835,"Northwestern",2023,"Last 5 Games Power Rating","11.2"
8836,"Baylor",2023,"Last 5 Games Power Rating","11.1"
8837,"Wash State",2023,"Last 5 Games Power Rating","11.1"
8838,"Texas Tech",2023,"Last 5 Games Power Rating","10.9"
8839,"Auburn",2023,"Last 5 Games Power Rating","10.9"
8840,"Oregon",2023,"Last 5 Games Power Rating","10.6"
8841,"UAB",2023,"Last 5 Games Power Rating","10.4"
8842,"Wisconsin",2023,"Last 5 Games Power Rating","10.3"
8843,"Illinois",2023,"Last 5 Games Power Rating","10.2"
8844,"Grd Canyon",2023,"Last 5 Games Power Rating","10.1"
8845,"Vermont",2023,"Last 5 Games Power Rating","9.5"
8846,"Howard",2023,"Last 5 Games Power Rating","8.6"
8847,"Boise St",2023,"Last 5 Games Power Rating","8.1"
8848,"NC State",2023,"Last 5 Games Power Rating","7.8"
8849,"Florida",2023,"Last 5 Games Power Rating","7.4"
8850,"Dayton",2023,"Last 5 Games Power Rating","7.4"
8851,"Nebraska",2023,"Last 5 Games Power Rating","7.2"
8852,"Colorado",2023,"Last 5 Games Power Rating","7.1"
8853,"Akron",2023,"Last 5 Games Power Rating","7.0"
8854,"Samford",2023,"Last 5 Games Power Rating","6.8"
8855,"Colgate",2023,"Last 5 Games Power Rating","6.4"
8856,"New Mexico",2023,"Last 5 Games Power Rating","6.1"
8857,"Colorado St",2023,"Last 5 Games Power Rating","5.6"
8858,"Montana St",2023,"Last 5 Games Power Rating","4.7"
8859,"Nevada",2023,"Last 5 Games Power Rating","3.7"
8860,"James Mad",2023,"Last 5 Games Power Rating","2.5"
8861,"S Carolina",2023,"Last 5 Games Power Rating","2.4"
8862,"S Dakota St",2023,"Last 5 Games Power Rating","2.0"
8863,"Grambling St",2023,"Last 5 Games Power Rating","-0.8"
8864,"Stetson",2023,"Last 5 Games Power Rating","-1.9"
8865,"Morehead St",2023,"Last 5 Games Power Rating","-2.5"
8866,"Duquesne",2023,"Last 5 Games Power Rating","-2.7"
8867,"Longwood",2023,"Last 5 Games Power Rating","-3.4"
8868,"St Peters",2023,"Last 5 Games Power Rating","-4.5"
8869,"Lg Beach St",2023,"Last 5 Games Power Rating","-4.6"
8870,"W Kentucky",2023,"Last 5 Games Power Rating","-5.8"
8871,"McNeese St",2023,"Last 5 Games Power Rating","-10.0"
8872,"Wagner",2023,"Last 5 Games Power Rating","-11.1"
8873,"Oakland",2023,"Last 5 Games Power Rating","-11.4"
8874,"Texas",2023,"Last 10 Games Power Rating","22.8"
8875,"Alabama",2023,"Last 10 Games Power Rating","22.2"
8876,"Houston",2023,"Last 10 Games Power Rating","22.1"
8877,"Gonzaga",2023,"Last 10 Games Power Rating","21.6"
8878,"Kansas",2023,"Last 10 Games Power Rating","20.1"
8879,"Connecticut",2023,"Last 10 Games Power Rating","19.9"
8880,"Duke",2023,"Last 10 Games Power Rating","18.8"
8881,"Texas A&M",2023,"Last 10 Games Power Rating","18.7"
8882,"Arizona",2023,"Last 10 Games Power Rating","18.1"
8883,"Purdue",2023,"Last 10 Games Power Rating","16.1"
8884,"Tennessee",2023,"Last 10 Games Power Rating","16.0"
8885,"Baylor",2023,"Last 10 Games Power Rating","15.7"
8886,"Creighton",2023,"Last 10 Games Power Rating","15.7"
8887,"Northwestern",2023,"Last 10 Games Power Rating","15.5"
8888,"Drake",2023,"Last 10 Games Power Rating","15.2"
8889,"Marquette",2023,"Last 10 Games Power Rating","15.2"
8890,"Col Charlestn",2023,"Last 10 Games Power Rating","15.2"
8891,"Kentucky",2023,"Last 10 Games Power Rating","14.7"
8892,"Auburn",2023,"Last 10 Games Power Rating","14.4"
8893,"Clemson",2023,"Last 10 Games Power Rating","14.0"
8894,"Yale",2023,"Last 10 Games Power Rating","13.9"
8895,"San Diego St",2023,"Last 10 Games Power Rating","13.8"
8896,"Oregon",2023,"Last 10 Games Power Rating","12.2"
8897,"Texas Tech",2023,"Last 10 Games Power Rating","12.2"
8898,"UAB",2023,"Last 10 Games Power Rating","11.9"
8899,"N Carolina",2023,"Last 10 Games Power Rating","11.8"
8900,"St Marys",2023,"Last 10 Games Power Rating","11.7"
8901,"Iowa St",2023,"Last 10 Games Power Rating","11.3"
8902,"BYU",2023,"Last 10 Games Power Rating","10.7"
8903,"Illinois",2023,"Last 10 Games Power Rating","10.7"
8904,"NC State",2023,"Last 10 Games Power Rating","10.7"
8905,"Dayton",2023,"Last 10 Games Power Rating","10.1"
8906,"Virginia",2023,"Last 10 Games Power Rating","10.0"
8907,"Colorado",2023,"Last 10 Games Power Rating","10.0"
8908,"Wisconsin",2023,"Last 10 Games Power Rating","9.9"
8909,"Nebraska",2023,"Last 10 Games Power Rating","9.0"
8910,"Wash State",2023,"Last 10 Games Power Rating","8.9"
8911,"Nevada",2023,"Last 10 Games Power Rating","8.4"
8912,"Vermont",2023,"Last 10 Games Power Rating","7.8"
8913,"Boise St",2023,"Last 10 Games Power Rating","7.4"
8914,"Grd Canyon",2023,"Last 10 Games Power Rating","7.1"
8915,"Colgate",2023,"Last 10 Games Power Rating","6.9"
8916,"Florida",2023,"Last 10 Games Power Rating","6.0"
8917,"Colorado St",2023,"Last 10 Games Power Rating","5.9"
8918,"New Mexico",2023,"Last 10 Games Power Rating","5.3"
8919,"S Carolina",2023,"Last 10 Games Power Rating","4.9"
8920,"Akron",2023,"Last 10 Games Power Rating","4.9"
8921,"Duquesne",2023,"Last 10 Games Power Rating","4.8"
8922,"James Mad",2023,"Last 10 Games Power Rating","3.7"
8923,"Samford",2023,"Last 10 Games Power Rating","3.5"
8924,"Montana St",2023,"Last 10 Games Power Rating","1.7"
8925,"S Dakota St",2023,"Last 10 Games Power Rating","0.9"
8926,"Howard",2023,"Last 10 Games Power Rating","0.8"
8927,"Grambling St",2023,"Last 10 Games Power Rating","0.3"
8928,"Stetson",2023,"Last 10 Games Power Rating","-0.7"
8929,"Morehead St",2023,"Last 10 Games Power Rating","-1.2"
8930,"Longwood",2023,"Last 10 Games Power Rating","-2.0"
8931,"W Kentucky",2023,"Last 10 Games Power Rating","-2.2"
8932,"Lg Beach St",2023,"Last 10 Games Power Rating","-2.7"
8933,"St Peters",2023,"Last 10 Games Power Rating","-7.4"
8934,"Oakland",2023,"Last 10 Games Power Rating","-8.7"
8935,"Wagner",2023,"Last 10 Games Power Rating","-11.8"
8936,"McNeese St",2023,"Last 10 Games Power Rating","-12.3"
8937,"Marquette",2023,"Luck Power Rating","4.0"
8938,"Kansas",2023,"Luck Power Rating","3.9"
8939,"Purdue",2023,"Luck Power Rating","3.1"
8940,"Col Charlestn",2023,"Luck Power Rating","3.0"
8941,"Morehead St",2023,"Luck Power Rating","3.0"
8942,"San Diego St",2023,"Luck Power Rating","2.9"
8943,"Nebraska",2023,"Luck Power Rating","2.7"
8944,"Howard",2023,"Luck Power Rating","2.7"
8945,"Grambling St",2023,"Luck Power Rating","2.7"
8946,"Montana St",2023,"Luck Power Rating","2.7"
8947,"Virginia",2023,"Luck Power Rating","2.6"
8948,"Nevada",2023,"Luck Power Rating","2.1"
